title:19                                                                              , recorded:06.11.20 11.26.50, sampling:128, subject:19                                                                              , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4 RAW_CQ GYROX GYROY MARKER SYNC TIME_STAMP_s TIME_STAMP_ms CQ_AF3 CQ_F7 CQ_F3 CQ_FC5 CQ_T7 CQ_P7 CQ_O1 CQ_O2 CQ_P8 CQ_T8 CQ_FC6 CQ_F4 CQ_F8 CQ_AF4 CQ_CMS CQ_DRL, chan:39, units:emotiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,0,4200,4185.12793,4174.358887,4171.794922,4161.025391,4127.692383,4127.692383,4126.666504,4134.871582,4134.871582,4136.410156,4137.436035,4145.641113,4166.666504,756,2124,2049,0,0,675,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,4198.461426,4192.307617,4174.358887,4185.641113,4141.538574,4122.05127,4139.487305,4137.94873,4146.666504,4133.333008,4141.025391,4145.641113,4145.641113,4165.641113,722,2108,2054,0,0,675,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,4196.922852,4198.461426,4177.436035,4185.641113,4154.871582,4126.666504,4140,4141.538574,4152.307617,4136.410156,4150.256348,4149.743652,4155.897461,4169.230469,828,2101,2056,0,0,675,542,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4
0,0,4191.794922,4186.153809,4181.538574,4174.871582,4150.769043,4123.07666,4129.230469,4139.487305,4154.871582,4145.12793,4156.922852,4150.256348,4164.102539,4171.794922,585,2084,2063,0,0,675,550,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4
1,0,4184.102539,4177.94873,4175.384277,4172.820313,4141.025391,4123.589844,4123.07666,4124.615234,4142.05127,4141.538574,4141.538574,4140.512695,4151.281738,4161.025391,788,2077,2064,0,0,675,564,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4
2,0,4178.461426,4177.436035,4166.666504,4174.871582,4171.794922,4138.461426,4130.769043,4118.974121,4133.333008,4131.794922,4122.05127,4132.820313,4129.743652,4149.230469,805,2062,2064,0,0,675,566,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4
3,0,4183.589844,4180.512695,4174.358887,4182.05127,4177.94873,4139.487305,4138.974121,4139.487305,4154.871582,4142.563965,4140.512695,4145.12793,4143.589844,4158.974121,860,2055,2062,0,0,675,574,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4
4,0,4186.153809,4176.922852,4184.102539,4182.563965,4152.820313,4135.384277,4142.563965,4160,4176.410156,4162.563965,4170.256348,4162.05127,4174.358887,4175.384277,819,2047,2063,0,0,675,582,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4
5,0,4173.846191,4161.538574,4176.922852,4167.692383,4153.846191,4147.692383,4141.025391,4155.384277,4171.281738,4158.974121,4165.641113,4156.410156,4170.769043,4167.692383,723,2038,2065,0,0,675,596,4,4,4,4,4,4,0,0,0,0,0,0,0,0,4,4
6,0,4166.666504,4155.384277,4173.846191,4165.12793,4158.974121,4155.897461,4138.461426,4148.717773,4167.692383,4152.307617,4152.820313,4144.615234,4156.410156,4155.384277,731,2033,2065,0,0,675,598,4,4,4,4,4,4,4,0,0,0,0,0,0,0,4,4
7,0,4166.666504,4157.94873,4180,4173.333008,4178.461426,4148.717773,4143.07666,4152.307617,4171.794922,4153.846191,4155.384277,4145.12793,4156.410156,4156.922852,754,2027,2062,0,0,675,606,4,4,4,4,4,4,4,4,0,0,0,0,0,0,4,4
8,0,4156.922852,4152.307617,4176.922852,4166.666504,4191.281738,4144.102539,4145.641113,4145.12793,4160,4144.615234,4143.07666,4133.846191,4141.538574,4147.179199,633,2025,2059,0,0,675,614,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4
9,0,4146.153809,4148.205078,4167.179199,4159.487305,4162.563965,4142.563965,4138.461426,4138.461426,4156.410156,4152.307617,4132.820313,4121.025391,4125.641113,4133.846191,816,2021,2054,0,0,675,629,4,4,4,4,4,4,4,4,4,4,0,0,0,0,4,4
10,0,4150.256348,4152.820313,4171.794922,4163.07666,4152.307617,4139.487305,4141.538574,4148.717773,4170.256348,4172.820313,4148.717773,4132.307617,4140.512695,4143.589844,812,2019,2053,0,0,675,629,4,4,4,4,4,4,4,4,4,4,0,0,4,0,4,4
11,0,4157.94873,4152.820313,4183.589844,4169.230469,4183.07666,4143.07666,4153.846191,4154.871582,4170.256348,4161.025391,4160,4145.12793,4154.358887,4151.794922,722,2016,2051,0,0,675,637,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4
12,0,4155.384277,4139.487305,4185.12793,4167.692383,4186.153809,4141.538574,4149.230469,4146.666504,4161.538574,4141.025391,4154.871582,4142.05127,4144.102539,4141.538574,828,2015,2051,0,0,675,645,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4
13,0,4141.025391,4133.333008,4184.615234,4158.974121,4142.05127,4135.897461,4137.94873,4140.512695,4163.07666,4146.666504,4150.256348,4134.871582,4132.307617,4134.358887,787,2014,2048,0,0,675,659,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
14,0,4126.666504,4137.436035,4181.538574,4153.333008,4136.922852,4147.179199,4136.922852,4134.358887,4157.94873,4154.871582,4142.563965,4124.102539,4127.179199,4131.794922,812,2013,2047,0,0,675,661,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
